0.000000	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.000000	10	10	10	10	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
10.000000	64	22	29	21	21	21	15	10	17	10	13	9	19	20	16	17	11	14	17	8	
20.000000	62	24	33	23	25	25	18	11	21	11	21	7	19	22	18	17	12	15	19	16	
30.000000	66	23	32	29	26	22	17	14	21	15	24	11	16	22	18	18	12	17	20	18	
40.000000	68	23	32	23	26	24	19	18	20	13	25	13	15	23	19	17	14	15	21	17	
50.000000	67	27	31	23	22	25	20	22	21	13	25	15	13	20	20	15	11	14	21	18	
60.000000	67	27	28	23	19	22	21	25	25	16	25	18	17	21	17	14	11	14	22	19	
70.000000	65	27	26	23	19	21	19	27	28	16	21	17	19	21	14	15	11	13	16	20	
80.000000	67	27	26	22	17	20	17	24	30	14	19	17	20	22	13	13	12	15	16	21	
90.000000	67	23	27	25	19	19	19	23	27	15	16	17	21	19	17	15	11	16	18	24	
100.000000	66	26	26	26	18	21	21	25	27	15	23	19	24	16	13	16	9	14	15	22	
110.000000	66	27	25	27	17	20	18	22	24	14	24	23	26	17	14	22	10	15	15	18	
120.000000	65	25	30	28	16	19	14	24	23	13	22	21	27	18	13	23	13	17	14	20	
130.000000	65	26	31	25	13	20	12	25	20	14	25	20	28	23	17	20	14	17	14	16	
140.000000	69	29	27	23	14	18	13	26	23	11	25	17	24	24	17	21	15	19	15	15	
150.000000	65	28	23	24	17	19	15	25	22	12	23	16	25	24	18	21	16	24	15	17	
160.000000	64	24	19	23	18	23	16	25	19	13	26	16	27	22	16	22	13	27	14	19	
170.000000	63	23	21	22	22	20	17	21	19	14	25	16	26	21	16	24	14	25	12	21	
180.000000	61	23	20	21	21	19	18	15	19	16	25	15	27	22	14	23	13	26	12	23	
190.000000	65	20	22	24	25	20	19	18	19	20	27	15	28	24	13	21	13	27	16	25	
200.000000	66	19	22	23	23	17	16	23	15	20	32	17	25	19	13	21	13	26	15	24	
210.000000	68	19	23	22	24	17	21	20	16	21	26	17	25	20	13	23	13	25	14	27	
220.000000	64	19	24	20	26	18	19	23	11	23	26	19	23	22	12	23	13	23	13	24	
230.000000	64	19	27	22	23	13	22	21	16	20	27	21	21	21	16	25	17	22	13	29	
240.000000	60	20	26	24	23	13	22	21	17	18	26	20	22	24	18	22	15	24	16	29	
250.000000	65	17	22	22	24	16	24	20	18	20	29	19	21	21	14	23	16	25	16	26	
260.000000	65	16	22	22	26	14	25	20	18	17	28	19	24	21	17	25	15	26	16	23	
270.000000	65	12	24	19	29	13	21	18	18	15	29	19	23	23	16	26	15	21	17	21	
280.000000	66	14	23	20	31	11	19	15	16	20	26	19	24	19	13	30	17	16	17	21	
290.000000	66	17	22	23	31	14	19	14	16	21	24	18	21	22	14	28	21	18	20	14	
300.000000	67	14	21	22	31	15	23	15	18	23	26	18	22	17	15	28	21	18	24	11	
310.000000	63	12	24	15	31	14	24	13	18	24	26	21	21	21	14	29	20	20	23	12	
320.000000	61	10	25	15	33	12	27	11	18	20	27	20	21	20	13	31	20	20	23	14	
330.000000	61	12	24	15	31	14	21	13	18	19	27	20	20	21	15	23	17	19	23	12	
340.000000	62	12	27	18	33	20	20	15	18	24	27	20	22	23	19	23	15	17	21	14	
350.000000	66	12	27	17	31	20	23	16	19	28	27	19	22	24	18	20	14	17	19	15	
360.000000	65	11	23	18	27	23	23	22	16	30	25	17	20	22	19	17	15	15	22	15	
370.000000	66	12	21	16	26	26	22	23	17	32	22	19	21	22	19	18	19	14	19	15	
380.000000	64	12	15	14	23	25	21	23	15	31	20	19	22	23	24	19	21	13	17	16	
390.000000	67	14	14	16	25	24	24	21	13	29	21	24	23	20	26	20	20	15	20	15	
400.000000	65	12	16	17	20	24	26	21	11	29	24	23	25	21	26	21	20	15	17	14	
410.000000	66	12	18	20	16	22	23	22	13	26	18	25	24	20	29	24	19	15	17	14	
420.000000	66	13	17	21	13	19	24	23	12	31	21	25	22	22	30	21	17	19	18	18	
430.000000	64	11	16	22	13	19	24	28	15	31	19	27	21	21	23	18	17	22	19	19	
440.000000	62	13	15	22	19	14	24	27	20	31	19	29	22	17	22	18	16	21	22	20	
450.000000	65	12	16	23	16	13	23	23	16	27	20	25	24	16	20	18	17	21	24	23	
460.000000	62	11	17	23	17	17	23	27	16	26	22	25	25	17	16	17	18	20	25	27	
470.000000	71	12	17	22	22	15	23	28	15	28	21	22	28	20	17	14	21	20	22	25	
480.000000	67	13	14	20	22	15	20	23	17	30	20	22	30	15	16	13	21	22	25	22	
490.000000	67	12	15	23	23	18	21	18	14	27	16	22	32	16	17	14	21	22	26	23	
500.000000	72	10	19	22	23	19	26	15	17	23	16	24	31	16	18	15	20	22	28	21	
510.000000	66	13	17	20	24	24	25	16	17	21	13	23	30	13	17	19	20	21	26	23	
520.000000	64	14	16	25	22	23	29	16	18	18	14	22	24	11	16	20	15	17	28	22	
530.000000	66	16	16	22	27	26	27	19	20	22	13	21	20	11	12	22	18	17	27	22	
540.000000	65	15	16	26	25	25	26	17	19	20	15	19	20	14	9	28	19	19	24	21	
550.000000	64	16	17	28	27	22	30	18	22	21	18	17	20	13	10	26	16	17	22	21	
560.000000	65	14	17	31	26	22	29	17	18	22	17	17	19	12	10	26	20	20	21	21	
570.000000	63	17	18	32	22	22	24	19	20	22	17	15	20	11	13	28	18	23	19	18	
580.000000	73	15	17	31	25	20	25	17	20	21	16	12	16	14	10	25	19	23	19	20	
590.000000	68	14	22	26	27	15	24	15	22	24	16	14	17	15	12	24	21	24	18	17	
600.000000	64	17	23	21	28	15	21	15	24	29	15	18	17	14	16	21	23	21	18	19	
610.000000	64	17	21	21	30	17	21	18	25	25	17	16	17	15	17	17	24	23	20	22	
620.000000	63	21	17	17	26	16	22	17	25	29	15	21	19	18	18	21	26	20	20	23	
630.000000	64	19	20	19	24	15	22	20	23	26	14	20	19	18	17	18	24	17	17	23	
640.000000	62	18	17	22	22	14	24	20	26	28	15	20	19	21	16	17	19	20	19	23	
650.000000	67	16	20	24	25	19	25	22	26	27	15	19	15	23	13	16	18	20	17	23	
660.000000	64	18	22	27	23	19	25	23	28	26	15	21	18	24	14	18	18	20	18	19	
670.000000	64	19	22	23	19	21	24	22	24	23	13	24	16	21	12	20	15	17	17	18	
680.000000	63	17	21	22	22	23	24	23	23	27	15	27	12	22	14	22	19	18	15	19	
690.000000	63	17	22	22	23	25	26	20	21	25	19	25	13	21	15	21	18	19	15	21	
700.000000	67	14	23	23	20	21	23	21	18	25	22	22	17	23	16	19	18	21	14	17	
710.000000	66	12	24	23	22	17	24	18	18	32	16	18	19	26	22	18	21	22	20	14	
720.000000	65	15	24	20	20	20	20	19	22	31	16	17	20	25	24	20	24	19	18	16	
730.000000	65	16	23	24	19	19	13	22	21	28	14	18	21	23	26	20	25	19	21	15	
740.000000	65	14	21	24	22	20	15	22	20	29	13	17	21	21	23	17	29	21	19	20	
750.000000	64	15	23	23	23	21	10	20	23	28	13	19	22	20	22	18	24	23	20	20	
760.000000	66	18	24	22	22	21	9	25	18	27	14	19	22	21	20	20	21	23	21	15	
770.000000	63	16	24	21	23	19	10	23	14	26	16	21	20	22	18	18	24	23	20	18	
780.000000	66	17	20	19	24	17	13	28	14	25	17	24	20	17	21	17	21	20	19	16	
790.000000	68	17	24	18	24	15	13	21	15	24	16	20	19	17	21	20	19	22	18	16	
800.000000	68	17	25	17	24	14	19	20	17	26	16	21	19	15	21	21	21	24	16	17	
810.000000	68	16	24	18	22	16	15	20	16	27	15	19	19	18	21	21	23	27	19	18	
820.000000	64	21	23	21	23	17	17	14	17	26	16	18	17	15	20	22	26	27	16	22	
830.000000	64	21	21	24	24	19	20	15	17	28	17	17	16	17	22	23	23	23	17	21	
840.000000	65	25	18	20	25	17	23	12	21	30	23	11	16	15	18	27	20	20	19	21	
850.000000	62	23	20	23	23	18	23	15	19	31	27	13	16	15	18	26	24	21	23	21	
860.000000	64	24	16	18	22	15	20	16	21	30	22	12	15	18	14	25	22	23	23	21	
870.000000	65	18	16	17	24	17	17	16	23	29	29	13	14	20	13	23	19	21	22	23	
880.000000	65	17	16	14	25	20	17	12	24	35	28	14	15	23	16	21	19	22	26	21	
