1.063430	1.234756	0.950308	1.356785	1.481639	1.775567	2.862973	2.665802	2.130005	1.889664
0.000981	0.012557	0.025758	0.037982	0.051761	0.066221	0.075079	0.085760	0.101739	0.108288
0.000957	0.012204	0.024849	0.037153	0.046689	0.061791	0.071212	0.085901	0.090089	0.109056
1.345376	1.261190	1.815179	1.486223	1.700858	1.825013	2.003082	2.209087	2.054597	2.196778
0.001002	0.013350	0.026617	0.036344	0.051608	0.065851	0.076093	0.086542	0.100267	0.119155
0.001015	0.013527	0.026968	0.040642	0.051565	0.062416	0.076519	0.090582	0.103569	0.124276
0.884748	1.090834	1.226750	2.040720	2.392093	2.083492	2.876125	2.865424	3.534922	4.856399
0.592744	0.623085	0.622578	0.929979	0.896457	1.290437	1.769706	1.573926	1.994259	1.699087
0.668052	0.710146	0.721434	0.824221	0.856869	0.784822	1.098521	0.995610	1.369729	1.519323
389790182908.934143	810429881959.217529	1435649981777.245605	2116565716983.824463	2887734201019.018066	3516904146400.319336	4078667591263.041992	4881241047890.267578	5567873326433.596680	6450341560025.676758
1.158341	1.065419	1.421092	1.537541	1.574761	1.653371	2.201494	2.363428	2.350089	2.476694
389790182908.934143	804046000577.660645	1450047076764.870361	2122800713131.177734	2853957613228.710449	3678810609929.708496	4092771302639.137695	4703656058340.407227	5415028267404.518555	6280379688694.291016
389790182908.934143	791991152288.447144	1439215290870.802490	2154522878916.726562	2775496132914.586914	3334803507212.263672	4180819639142.706543	4937529679168.894531	5535266522494.211914	6340902507534.307617
0.382148	0.406259	0.442961	0.470356	0.577924	0.569228	0.793339	0.808135	0.808499	0.902939
1.552819	1.609717	1.260728	1.649515	1.596000	1.597111	1.664217	1.068886	2.178620	1.055170
389790182908.934143	799941409475.193604	1492957134063.137695	2140890001187.257568	2856518901383.919922	3592352123938.746582	4295470746429.828125	4795966845819.145508	5530982840471.249023	5958607855632.351562
1.833105	2.178444	3.490072	3.982989	3.622092	5.432842	5.514007	8.295433	8.965656	8.996650
546093842726.323364	8324487943084.199219	15830760603680.703125	24904977415014.707031	34033364046044.742188	42601272520319.742188	50612996874550.671875	56558736424992.703125	64591590018082.750000	70429451682969.296875
546093842726.323364	8172171954220.965820	16260119559080.111328	24918277715203.578125	31876441009104.988281	41053598738100.882812	49298331010855.343750	57117879638543.328125	64716999293798.703125	72383720248203.500000
546093842726.323364	8228190870718.083984	16883755413871.904297	24981982174201.867188	33179356038820.535156	40343689464179.992188	49276135330176.257812	57515335227003.656250	64238914559950.945312	73425117692721.562500
