4.151797	4.158733	4.248523	4.458276	4.539248	4.464722	4.694815	4.906401	4.377947	5.119394
1.616842	1.609837	1.633349	1.659891	1.615280	1.654809	1.715544	1.733690	1.717414	1.782052
4.276584	4.308272	4.234208	4.400429	4.396332	4.558267	4.774083	4.766105	4.753526	5.183805
1.123667	1.126170	1.135995	1.152453	1.152000	1.168597	1.200900	1.217967	1.270104	1.258116
1.932313	1.919501	1.947653	1.955651	1.987312	2.034315	2.062197	2.117031	2.111700	1.977413
7.070415	7.170778	7.128565	7.079294	7.054544	7.393996	8.070466	7.981812	8.100788	8.402766
1.826582	1.837046	1.843068	1.847459	1.881929	1.941149	2.000309	2.035793	2.135438	2.142429
3.794319	3.774584	3.887372	3.776027	3.805197	3.851658	3.739354	3.917948	4.003845	4.114830
2.982738	3.000839	2.966012	3.047178	3.122747	3.118007	3.193447	3.234500	3.314648	3.278476
1.793416	1.780994	1.828833	1.811704	1.817235	1.899055	1.886140	1.957995	2.041773	1.944016
1.178704	1.183401	1.183347	1.189049	1.189879	1.201560	1.243257	1.268127	1.275026	1.258281
2.004326	2.018994	2.010496	2.043648	2.112711	2.017705	2.103366	2.183634	2.171847	2.356271
16.783272	16.350973	16.471072	17.924534	17.163865	17.594246	17.883399	19.967509	18.453333	20.449260
12.874638	12.878154	12.829816	13.029085	13.195329	12.622129	13.242572	13.264742	13.824691	14.166896
1.961971	1.965711	1.967631	2.028339	2.052050	1.955468	2.086886	2.104473	2.145750	2.157371
3.780469	3.771912	3.836960	3.828928	3.801293	3.827568	3.906530	3.950741	4.048615	3.889970
1.111014	1.114654	1.103930	1.123013	1.144203	1.179328	1.151781	1.239876	1.278498	1.248310
2.098860	2.097211	2.079050	2.086185	2.059013	2.053105	2.023943	2.088917	2.177444	2.245373
8.412750	8.531496	8.714438	8.313628	8.742016	8.803569	9.449680	9.232551	9.440261	9.481184
1.598516	1.596564	1.616524	1.629092	1.663325	1.660032	1.709693	1.659421	1.706901	1.766599
