0.826856	0.823475	0.811462	0.859245	0.862641	0.922853	0.843404	0.988348	0.790609	0.959754
0.732157	0.715170	0.709928	0.716677	0.697795	0.710199	0.812276	0.784206	0.705167	0.728310
0.978895	0.783540	0.975092	0.550799	0.558814	0.546882	0.813799	1.753097	0.885897	1.302973
4307256857876.780273	4474472121465.566406	4316999062379.663574	4062454103116.667480	4426246164767.139648	4205240769073.009766	5977304137336.676758	4011703627490.906250	7711964996419.083008	4835125604688.575195
0.726003	0.737506	0.696160	0.646984	0.728806	0.726168	0.663945	0.724639	0.663753	0.714534
3.572681	3.481289	3.283102	4.136093	4.171667	4.771272	5.008208	5.191385	5.359455	6.057721
1.027916	1.026550	1.026201	1.019288	1.021032	1.019406	1.012871	1.021380	1.023652	1.022379
1.541031	1.583420	1.587806	1.776187	1.842116	1.959078	2.155937	2.338557	2.569859	2.633912
1.581879	2.111832	2.679276	3.651473	4.027561	5.040625	5.772710	6.115243	7.323181	7.449766
2.933740	2.862784	4.225537	2.973533	3.378996	4.576506	3.420008	4.519617	4.595433	5.670478
12.531490	13.360318	12.561960	16.395749	18.126019	18.306068	24.993304	23.285875	30.535338	33.090110
0.573666	0.579537	0.714469	0.710407	0.890174	3.007797	3.008251	2.471650	2.816217	3.505480
0.014103	0.020374	0.028151	0.034882	0.045164	0.050578	0.060077	0.067735	0.075856	0.085637
0.876431	1.057636	1.230660	1.499062	1.968495	3.328088	2.276984	4.383634	6.901891	4.082907
0.541978	0.550054	0.548625	0.558849	0.584378	0.590062	0.576128	0.618053	0.609374	0.645439
1.011724	0.997406	1.200466	1.378536	1.460261	1.533100	1.721607	1.862893	2.065612	2.063491
3.321907	3.453032	2.811793	3.011444	3.079854	4.169772	4.358926	4.641935	4.742536	5.255477
1694176499225.548828	4650581988529.820312	8486259300159.872070	12474691991408.925781	16456225178155.943359	20445323600051.863281	22785118397086.402344	28374744438918.898438	32464486348983.953125	36413801856042.921875
5.513318	5.908108	6.310804	8.558204	7.572619	7.683757	9.711025	10.458066	11.214244	12.953291
1694176499225.548828	4646466346566.514648	8789013522624.127930	11832607122634.347656	16134136922112.000000	20759582137010.843750	24249016087026.714844	28345820719459.640625	31556691970191.074219	37410048815177.578125
