6.879369	7.031039	7.120687	6.176256	7.380794	9.750136	7.605920	8.332967	9.776643	10.047881
2.727610	3.066173	3.126540	3.365408	3.910461	4.903986	5.388375	5.383103	6.917883	6.422298
1.469594	1.743749	2.057057	2.842444	3.478979	3.609839	4.255391	5.804501	4.341279	5.168070
1.461057	1.476726	1.487086	1.601068	1.579243	1.612401	1.708906	1.804251	1.838508	1.970827
5.988992	4.736896	5.756212	3.942631	6.526667	8.772398	7.630243	10.443741	7.827586	7.364345
4.572127	5.070387	5.005751	5.318860	8.610715	8.090742	7.676921	11.466867	9.257933	11.010464
1.617698	1.699248	1.900838	2.139452	2.369179	3.063203	3.331829	3.979796	4.128268	4.553840
3.059173	3.093155	3.650528	3.056647	3.357550	4.306086	4.840878	4.994047	5.559189	6.028157
0.000553	0.001757	0.003495	0.005017	0.006782	0.008558	0.009973	0.011871	0.013187	0.015202
0.265795	0.291753	0.336012	0.392136	0.425067	0.510177	0.553026	0.596471	0.656635	0.692052
9.544752	10.328257	10.911388	10.594150	15.525886	12.324765	18.658246	19.931495	17.230853	22.348112
1.164120	1.159221	1.198016	1.207329	1.223995	1.134330	1.234456	1.240404	1.281086	1.301517
4.826333	4.764866	4.831043	4.966156	5.071192	4.686520	4.594288	4.560097	5.041820	4.953309
2.349854	2.372263	2.376099	2.508433	2.375152	2.588060	2.354381	2.497091	2.543326	4.317563
801673447730.586792	1020825748011.944092	1440622802179.576904	1971945210902.483154	2658409717285.812500	3229042583057.373047	3866523043688.750488	4259120580587.561035	4961997892462.881836	5453765486162.778320
1.994693	1.997022	1.859759	1.993827	2.381000	2.351302	2.303290	2.229259	2.374205	2.352865
7.480218	7.938014	7.047593	10.822477	6.907716	12.464116	12.492690	8.929419	15.546570	13.979651
1.045337	1.096441	1.126218	1.091880	1.331427	2.236945	1.801683	2.868900	1.868738	3.749183
4.914534	4.861746	4.920190	1.771893	3.453102	3.998744	2.227038	2.577431	3.740976	2.634191
4.413411	4.577265	4.394769	5.481883	5.906879	5.573206	5.794269	6.850517	6.532687	7.204441
