,Gene_0,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19
68,1034.0,19.0,272.0,0.0,197.0,18.0,33.0,922.0,0.0,0.0,207.0,9.0,1.0,0.0,0.0,223.0,24.0,0.0,790.0,18.0
69,1040.0,21.0,271.0,0.0,180.0,19.0,30.0,904.0,0.0,0.0,205.0,8.0,1.0,0.0,0.0,217.0,30.0,1.0,787.0,17.0
70,1031.0,20.0,271.0,0.0,168.0,17.0,28.0,870.0,0.0,0.0,191.0,8.0,1.0,0.0,0.0,202.0,28.0,1.0,813.0,15.0
71,1037.0,19.0,260.0,0.0,155.0,17.0,27.0,873.0,0.0,0.0,181.0,6.0,1.0,0.0,0.0,191.0,26.0,1.0,817.0,15.0
72,1038.0,18.0,252.0,0.0,148.0,15.0,27.0,845.0,0.0,0.0,168.0,4.0,1.0,0.0,0.0,188.0,24.0,1.0,834.0,14.0
73,1034.0,36.0,272.0,1.0,131.0,43.0,24.0,809.0,0.0,0.0,153.0,4.0,1.0,0.0,0.0,183.0,47.0,1.0,816.0,14.0
74,1029.0,31.0,274.0,0.0,123.0,39.0,23.0,790.0,0.0,0.0,148.0,4.0,1.0,0.0,0.0,164.0,38.0,1.0,810.0,13.0
75,1012.0,27.0,281.0,0.0,115.0,36.0,21.0,774.0,0.0,0.0,135.0,4.0,1.0,0.0,0.0,156.0,34.0,1.0,834.0,10.0
76,1008.0,25.0,280.0,0.0,107.0,36.0,19.0,750.0,0.0,0.0,125.0,5.0,1.0,0.0,0.0,143.0,33.0,1.0,827.0,9.0
77,979.0,24.0,275.0,0.0,100.0,34.0,18.0,743.0,0.0,0.0,115.0,5.0,1.0,0.0,0.0,140.0,27.0,1.0,829.0,9.0
78,971.0,20.0,272.0,0.0,94.0,31.0,17.0,750.0,0.0,0.0,110.0,5.0,1.0,0.0,0.0,129.0,24.0,1.0,824.0,8.0
79,976.0,18.0,275.0,0.0,89.0,28.0,15.0,752.0,0.0,0.0,96.0,5.0,1.0,0.0,0.0,126.0,22.0,1.0,828.0,8.0
80,1001.0,17.0,271.0,0.0,83.0,26.0,14.0,766.0,0.0,0.0,87.0,5.0,1.0,0.0,0.0,117.0,21.0,1.0,835.0,7.0
81,999.0,15.0,257.0,0.0,79.0,24.0,13.0,780.0,0.0,0.0,81.0,5.0,1.0,0.0,0.0,110.0,18.0,1.0,825.0,6.0
