4.765562	4.359972	6.476640	6.554202	4.515728	5.439208	6.208016	6.894679	5.248208	4.793076	5.250386	5.203847	5.102199	4.826054	4.714935	6.197143	6.162855	4.983456	6.292163	4.511671
4.167297	3.722713	6.449852	5.162042	4.603458	4.131069	5.865122	6.009884	4.715537	5.721602	5.236268	6.093517	5.276293	4.658617	5.170363	8.385161	6.699748	5.177615	6.790723	4.463119
3.730415	3.528043	6.012987	4.234132	4.096789	3.444629	5.685749	6.466390	4.734590	6.327285	5.335751	6.423877	5.680761	4.439693	5.723997	8.780402	6.645640	5.378301	7.178124	4.652447
4.812274	4.807142	5.730626	7.068645	5.743682	6.836038	5.378558	5.435918	5.213835	4.656027	4.660136	4.558027	4.711417	5.776033	5.218133	5.495972	5.540185	5.037633	5.537704	6.282016
5.110317	4.144109	6.693685	6.886023	5.493814	6.220906	6.195375	6.303010	4.822249	5.034042	5.137186	4.941661	4.969121	5.038601	4.804825	5.302211	5.813114	4.569739	6.205896	4.814119
3.915736	3.344273	5.794710	4.579602	4.415290	4.161047	5.676215	5.738435	4.655581	5.337717	5.944314	6.659446	5.781416	4.945042	5.972186	7.928201	6.736995	5.698483	6.283856	4.931459
4.809388	4.609209	6.416843	5.567806	4.727170	4.838633	5.416785	6.069557	5.158635	5.635467	5.021131	5.161136	5.540845	4.980596	5.241385	6.866555	6.148011	4.988195	6.493481	4.809173
3.423354	3.169845	5.684516	3.942494	3.747397	3.369667	5.995068	6.235658	4.859993	6.046691	5.494930	6.788284	6.206631	3.893593	6.420770	9.562343	6.342821	5.569606	7.287231	4.459105
4.607014	4.049146	6.744995	5.181349	4.865313	5.453422	6.297239	5.965774	4.767225	4.981799	4.815495	6.017832	5.783206	5.136550	5.226916	6.980683	5.651078	5.642644	5.502871	4.829452
4.291829	3.859505	4.822007	5.968806	5.281845	6.673241	4.585166	5.539840	5.831754	6.109617	4.873022	5.567196	4.791473	5.618779	6.372634	5.633589	4.950913	5.122079	6.010862	6.595845
4.303288	4.164600	5.651396	4.518657	4.537705	4.125424	5.861621	6.109469	4.908692	5.826590	5.345709	6.116744	5.604199	4.832488	5.676178	8.091144	6.298031	5.273896	6.488249	4.765917
4.307423	3.892329	4.347097	6.351158	5.253765	6.740115	4.593919	6.140426	7.117040	5.714689	5.016305	4.669751	4.320903	4.879173	6.335677	5.257658	3.963259	4.886294	6.703134	8.009886
5.093694	4.907223	5.084611	5.878862	5.407260	6.471033	5.085619	5.489144	6.563174	5.518452	5.034808	4.735789	4.919372	5.083084	5.615875	4.855874	5.069580	5.295337	5.548881	6.842331
4.855524	4.748439	5.097670	6.531066	5.330296	6.315245	5.064503	5.569559	5.346978	5.716583	4.903439	5.122380	5.155792	5.601491	5.849976	5.591108	4.819421	5.118162	5.559648	6.202717
4.451639	3.821949	5.863802	5.084074	4.733703	4.862457	6.565501	6.112651	4.672974	5.435635	5.403614	5.982525	5.351643	4.930924	5.588308	7.378033	6.218685	4.984711	6.256756	4.800418
5.218727	4.208486	6.272202	5.095940	4.932919	6.414725	6.336097	5.562856	4.901644	5.134209	4.869547	5.511576	5.475928	5.253698	5.233050	6.041857	5.739962	5.341829	5.651888	5.302858
3.768542	3.177781	6.073735	6.443665	4.244986	6.996992	4.991593	5.447863	4.638509	5.555373	3.971422	5.961252	5.396352	6.235069	6.323370	7.408807	4.604437	5.044868	6.355374	5.860010
4.607206	4.637343	5.448784	5.872411	5.304804	6.317413	5.105613	5.573623	5.812876	5.495233	5.225549	5.705779	5.351969	5.507940	5.724014	5.516959	4.847493	5.528177	5.009797	5.907019
4.191796	3.687424	6.444396	3.666946	3.897767	3.395990	5.758733	6.696797	4.902702	7.143298	4.849293	5.659565	5.998869	4.310682	5.375171	8.963193	6.313370	4.854531	7.615777	4.773698
3.730202	3.637477	5.852110	4.619163	3.949516	3.830105	6.057635	6.738611	4.795716	6.130404	5.539721	6.077165	5.599327	4.209982	5.453031	9.489347	6.196577	5.308206	7.130706	4.154998
