5.237961	5.219749	5.519923	5.230626	5.703224	5.200558	6.051851	5.741218	5.620632	5.246555	5.291721	5.208732	5.228503	6.154381	5.275141	5.239628	5.197446	5.300597	5.550787	5.280764
5.299611	5.285119	5.515207	5.293900	5.612151	5.269862	5.829652	5.673372	5.577984	5.280740	5.338207	5.276739	5.292456	5.876510	5.300888	5.299706	5.267236	5.345115	5.537113	5.328434
4.697085	4.718540	5.266730	4.719391	7.200386	4.632532	7.292847	6.844398	5.283090	5.382936	4.810684	4.675270	4.716279	7.891312	5.615671	4.746302	4.634549	4.834348	5.732154	4.805496
5.311366	5.298056	5.510513	5.305628	5.590098	5.286465	5.808727	5.606955	5.570075	5.304947	5.347326	5.291116	5.304149	5.846574	5.319988	5.306708	5.281910	5.352742	5.515089	5.341566
4.297463	4.421391	4.189214	4.307208	6.645919	4.344997	6.948832	6.938025	4.151573	8.774574	4.146417	4.436880	4.299318	6.611446	8.628650	4.655480	4.736909	4.365137	7.399987	4.200581
5.326843	5.315852	5.502729	5.321670	5.556932	5.308247	5.766262	5.540142	5.554655	5.339620	5.356978	5.310829	5.320191	5.799638	5.349109	5.319295	5.303733	5.360463	5.491468	5.355345
5.364489	5.366278	5.435385	5.365942	5.556614	5.371184	5.595260	5.369516	5.463165	5.492992	5.386288	5.367223	5.365799	5.636001	5.491669	5.341909	5.346015	5.375129	5.411211	5.397937
4.725242	4.751170	5.176490	4.755644	6.786773	4.641219	6.423034	8.150487	5.152619	5.087635	4.809088	4.708682	4.752531	7.522396	5.419463	4.926039	4.735658	4.825207	6.415761	4.734858
4.512206	4.557200	5.022710	4.554623	7.371419	4.429251	7.447530	8.301200	5.018966	4.909996	4.617557	4.499102	4.548647	8.626184	5.241505	4.766419	4.564524	4.671772	6.264053	4.575135
4.558492	4.617130	4.639253	4.612924	6.222874	4.440804	6.415872	9.947372	4.468427	4.898986	4.633183	4.552887	4.610409	8.340815	5.569147	4.915833	4.644703	4.628923	7.286418	4.495548
4.982705	4.992279	5.402899	4.999336	6.166477	4.907571	5.807969	7.513475	5.374089	5.207017	5.038766	4.962367	4.998772	6.236335	5.427665	5.120441	4.969872	5.046706	6.384993	4.960259
5.067708	5.067372	5.437912	5.077006	5.898443	4.995248	5.795167	7.154338	5.450864	5.169524	5.119375	5.041858	5.076207	6.099014	5.338184	5.193522	5.059767	5.131786	6.281970	5.044736
5.109558	5.091157	5.472996	5.106704	5.823545	5.043625	6.136650	6.491838	5.604129	5.140653	5.177227	5.071554	5.104128	6.467356	5.237815	5.184584	5.082677	5.192471	5.834374	5.126957
4.230752	4.380423	3.862265	4.343037	8.698962	4.095220	8.402837	10.625065	3.657608	4.564812	4.435740	4.241845	4.337587	9.399942	5.802527	4.723355	4.312303	4.421623	5.639352	4.324743
4.658952	4.701663	4.823571	4.702424	6.267937	4.547692	6.046479	9.568058	4.711585	5.051614	4.734531	4.649085	4.701778	7.388612	5.646110	4.976371	4.718404	4.717734	7.299011	4.588391
4.831788	4.824016	5.172111	4.841611	5.953476	4.737076	6.540821	7.757432	5.414968	5.055116	4.941421	4.792077	4.837145	7.543371	5.337379	5.043224	4.847731	4.945403	6.249982	4.833849
4.753293	4.774380	5.048075	4.785196	6.150293	4.653531	5.941640	8.903754	5.114280	5.221639	4.851766	4.737099	4.783130	6.888061	5.692470	5.019002	4.784245	4.844600	6.857527	4.696019
4.920722	4.921910	5.343204	4.935119	6.280075	4.845115	6.176913	7.366206	5.411249	5.229050	5.004813	4.892940	4.932509	6.846613	5.454613	5.042789	4.895171	5.016497	6.051023	4.933473
4.624429	4.658790	4.988202	4.660281	7.031623	4.532898	6.810176	8.507455	4.974385	5.008427	4.724095	4.608004	4.654131	8.002027	5.400854	4.868680	4.660831	4.752561	6.389243	4.642912
5.245083	5.232160	5.545707	5.242249	5.725969	5.211721	5.917901	5.764300	5.599720	5.276241	5.294589	5.221680	5.240474	6.054855	5.304685	5.248088	5.208677	5.306598	5.577899	5.281400
