5.027274	3.360771	3.543237	9.077436	5.491637	8.558907	5.425111	4.944963	5.529742	3.527781	5.344953	5.589335	4.077326	2.711652	6.740630	6.637377	7.402723	6.196812	4.077326	5.235007
6.964325	5.159615	4.491287	7.379970	4.724077	4.950663	4.982973	5.311599	6.932558	4.545635	4.956640	4.877098	4.349012	4.703119	7.408359	5.417560	5.403989	4.662193	4.349012	6.930317
4.879568	5.251546	3.383573	8.756490	5.905311	5.318339	5.737872	4.366569	5.979621	3.915577	4.863608	5.580186	2.686818	5.656231	4.642894	10.920127	5.406949	6.725998	2.686818	5.835904
5.805461	4.151929	4.072825	8.134861	4.922842	6.501427	5.095382	5.073619	6.556438	3.976494	5.077856	5.218021	4.422305	3.631522	7.709915	5.785742	6.675965	5.192114	4.422305	6.072974
6.370054	4.759046	4.297165	7.675270	4.656887	5.189879	4.958354	5.149028	7.967700	4.246577	4.907342	5.018113	4.285096	4.260685	7.943253	5.255212	5.940371	4.552729	4.285096	6.782143
5.625071	3.958938	4.160735	7.540373	5.102266	7.227450	5.175506	5.524908	5.854326	4.034095	5.790156	5.345903	4.620261	3.467175	6.411290	5.991818	6.889500	5.534400	4.620261	5.625567
4.748760	5.306490	4.636928	5.594549	6.246626	5.141656	6.307991	4.813273	6.111702	4.711453	4.978383	6.376655	4.032530	6.200065	4.831129	7.802438	5.076700	6.750839	4.032530	4.799301
5.047984	3.294204	3.427996	9.415678	5.560431	8.607025	5.469468	4.792346	5.732962	3.372191	5.136402	5.676514	3.967746	2.642395	6.746189	6.742733	7.400074	6.270821	3.967746	5.229095
3.846148	2.459758	2.715170	10.294109	6.128645	9.756160	5.769024	4.143041	5.322204	5.270726	4.956499	6.069669	3.248747	1.735474	6.237990	7.577517	7.891231	7.296555	3.248747	4.532584
5.752878	5.814783	5.211745	5.113537	5.776334	5.081568	5.821426	5.511994	5.844931	5.676281	5.101295	5.721026	4.847906	5.606930	5.597708	5.786778	5.176467	5.661879	4.847906	4.546628
3.876279	2.592802	2.977948	9.630203	5.870445	9.446398	5.640280	4.490856	5.672274	4.377926	5.698513	6.037005	3.530628	1.857005	5.982328	7.479765	7.922403	7.092253	3.530628	4.794058
3.697897	2.722474	3.274973	9.004076	5.612088	9.045508	5.516300	4.522938	5.726908	4.880400	6.156343	5.926457	3.541619	1.810717	6.199883	7.310454	8.301185	6.895549	3.541619	4.812615
5.296989	5.645685	5.357929	5.161408	5.851586	5.116668	5.865529	5.221850	5.600450	5.476132	5.136426	5.841380	5.048444	5.956558	5.140042	5.997513	5.115842	5.919363	5.048444	4.701761
5.493694	3.983667	4.099024	7.641878	4.997593	6.832976	5.152643	5.189648	6.673243	3.989559	5.318430	5.336020	4.529138	3.548261	7.224364	5.791524	7.174290	5.286910	4.529138	5.708001
5.658794	4.442020	4.126079	6.666296	5.439714	7.070739	5.480079	5.376310	5.292638	7.020443	5.150573	5.271441	4.201514	3.618216	7.498287	5.664390	6.055742	5.440927	4.201514	4.824281
6.229147	5.570175	5.042240	5.255186	5.651018	5.261121	5.731995	5.827709	5.364185	6.289985	5.211393	5.410608	4.740315	5.175722	6.218700	5.599009	5.111011	5.470755	4.740315	4.599409
4.133936	2.863379	3.273311	8.824634	5.642317	9.075802	5.540787	4.691411	5.649276	4.536671	5.990487	5.880525	3.762876	2.114124	6.071710	7.082875	7.970817	6.674710	3.762876	4.957477
3.433051	2.404189	2.933943	9.869488	5.810182	9.629373	5.604260	4.355357	5.648154	4.474580	5.974423	6.036207	3.347141	1.578804	6.292966	7.707426	8.036027	7.325273	3.347141	4.692017
5.382515	5.620686	5.501350	5.231411	5.612456	5.211419	5.610333	5.327229	5.437215	5.532109	5.247326	5.590321	5.312608	5.728743	5.271148	5.605203	5.236755	5.615754	5.312608	5.112809
5.541706	4.352344	4.528531	6.506960	5.027914	6.870743	5.105145	5.790689	5.415312	5.512471	6.211013	5.210243	4.800878	3.690545	5.992570	5.603183	6.840308	5.307888	4.800878	5.390679
